Date,Time_Hour,Week_Day,Month,Passengers,Transport_Type,Route_Line,Origin_Start_Location,Destination_End_Location,Occupancy_Rate
2024-12-15,1,Sunday,December,296,Metro,M2,University Campus,Tech Park,0.37
2024-12-15,2,Sunday,December,35,Bus,B102,Suburban Terminal,University Campus,0.7
2024-12-15,3,Sunday,December,11,Bus,B102,Museum Plaza,Airport Hub,0.22
2024-12-15,4,Sunday,December,47,Tram,R12,University Campus,Central Station,0.313
2024-12-15,5,Sunday,December,22,Bus,B104,Central Station,University Campus,0.44
2024-12-15,6,Sunday,December,16,Bus,B103,Central Station,Museum Plaza,0.32
2024-12-15,7,Sunday,December,21,Bus,B104,Airport Hub,University Campus,0.42
2024-12-15,8,Sunday,December,25,Tram,R13,Tech Park,Airport Hub,0.167
2024-12-15,9,Sunday,December,15,Bus,B104,Airport Hub,Central Station,0.3
2024-12-15,10,Sunday,December,17,Bus,B105,Suburban Terminal,Museum Plaza,0.34
2024-12-15,11,Sunday,December,143,Train,T51,Suburban Terminal,Central Station,0.318
2024-12-15,12,Sunday,December,25,Bus,B104,University Campus,Suburban Terminal,0.5
2024-12-15,13,Sunday,December,377,Metro,M3,Financial District,University Campus,0.471
2024-12-15,14,Sunday,December,158,Train,T50,Suburban Terminal,Tech Park,0.351
2024-12-15,15,Sunday,December,488,Metro,M1,Tech Park,Airport Hub,0.61
2024-12-15,16,Sunday,December,547,Metro,M3,Tech Park,Central Station,0.684
2024-12-15,17,Sunday,December,28,Bus,B102,Museum Plaza,Suburban Terminal,0.56
2024-12-15,18,Sunday,December,9,Bus,B102,Tech Park,Financial District,0.18
2024-12-15,19,Sunday,December,24,Bus,B106,Central Station,Tech Park,0.48
2024-12-15,20,Sunday,December,22,Bus,B106,Museum Plaza,Airport Hub,0.44
2024-12-15,21,Sunday,December,22,Bus,B103,Financial District,Suburban Terminal,0.44
2024-12-15,22,Sunday,December,295,Metro,M3,Museum Plaza,University Campus,0.369
2024-12-15,23,Sunday,December,13,Bus,B101,Financial District,Central Station,0.26
2024-12-16,0,Monday,December,6,Bus,B106,Tech Park,Central Station,0.12
2024-12-16,1,Monday,December,16,Bus,B102,Tech Park,University Campus,0.32
2024-12-16,2,Monday,December,9,Bus,B106,Central Station,Suburban Terminal,0.18
2024-12-16,3,Monday,December,458,Metro,M1,Tech Park,Museum Plaza,0.572
2024-12-16,4,Monday,December,19,Bus,B102,Airport Hub,Museum Plaza,0.38
2024-12-16,5,Monday,December,54,Tram,R11,Tech Park,University Campus,0.36
2024-12-16,6,Monday,December,385,Train,T51,Financial District,University Campus,0.856
2024-12-16,7,Monday,December,681,Metro,M2,Central Station,Tech Park,0.851
2024-12-16,8,Monday,December,671,Metro,M1,Tech Park,Central Station,0.839
2024-12-16,9,Monday,December,397,Train,T52,Museum Plaza,Suburban Terminal,0.882
2024-12-16,10,Monday,December,340,Train,T50,Tech Park,Suburban Terminal,0.756
2024-12-16,11,Monday,December,29,Bus,B106,Financial District,Suburban Terminal,0.58
2024-12-16,12,Monday,December,638,Metro,M1,Financial District,Museum Plaza,0.798
2024-12-16,13,Monday,December,16,Bus,B103,Suburban Terminal,Financial District,0.32
2024-12-16,14,Monday,December,613,Metro,M3,Suburban Terminal,Tech Park,0.766
2024-12-16,15,Monday,December,20,Bus,B103,Central Station,Museum Plaza,0.4
2024-12-16,16,Monday,December,35,Bus,B102,Tech Park,Suburban Terminal,0.7
2024-12-16,17,Monday,December,158,Tram,R12,Financial District,Tech Park,1.0
2024-12-16,18,Monday,December,41,Bus,B106,Airport Hub,University Campus,0.82
2024-12-16,19,Monday,December,674,Metro,M3,Suburban Terminal,Central Station,0.842
2024-12-16,20,Monday,December,202,Train,T50,Central Station,University Campus,0.449
2024-12-16,21,Monday,December,4,Bus,B102,Suburban Terminal,Tech Park,0.08
2024-12-16,22,Monday,December,14,Bus,B103,University Campus,Airport Hub,0.28
2024-12-16,23,Monday,December,133,Metro,M2,Central Station,University Campus,0.166
2024-12-17,0,Tuesday,December,103,Metro,M3,University Campus,Museum Plaza,0.129
2024-12-17,1,Tuesday,December,12,Bus,B105,Financial District,Central Station,0.24
2024-12-17,2,Tuesday,December,21,Bus,B106,Suburban Terminal,Central Station,0.42
2024-12-17,3,Tuesday,December,10,Bus,B101,Museum Plaza,Suburban Terminal,0.2
2024-12-17,4,Tuesday,December,13,Bus,B106,Financial District,University Campus,0.26
2024-12-17,5,Tuesday,December,318,Metro,M1,Suburban Terminal,University Campus,0.398
2024-12-17,6,Tuesday,December,40,Bus,B104,Financial District,Airport Hub,0.8
2024-12-17,7,Tuesday,December,702,Metro,M2,Museum Plaza,Central Station,0.878
2024-12-17,8,Tuesday,December,318,Train,T52,University Campus,Museum Plaza,0.707
2024-12-17,9,Tuesday,December,48,Bus,B106,Airport Hub,University Campus,0.96
2024-12-17,10,Tuesday,December,585,Metro,M1,Central Station,Airport Hub,0.731
2024-12-17,11,Tuesday,December,21,Bus,B103,Suburban Terminal,Financial District,0.42
2024-12-17,12,Tuesday,December,92,Tram,R11,Museum Plaza,Suburban Terminal,0.613
2024-12-17,13,Tuesday,December,38,Bus,B105,Tech Park,Museum Plaza,0.76
2024-12-17,14,Tuesday,December,630,Metro,M1,Airport Hub,Suburban Terminal,0.788
2024-12-17,15,Tuesday,December,105,Tram,R11,Museum Plaza,Central Station,0.7
2024-12-17,16,Tuesday,December,502,Train,T51,University Campus,Financial District,1.0
2024-12-17,17,Tuesday,December,794,Metro,M2,Central Station,University Campus,0.992
2024-12-17,18,Tuesday,December,38,Bus,B105,Central Station,Airport Hub,0.76
2024-12-17,19,Tuesday,December,476,Metro,M1,Suburban Terminal,Airport Hub,0.595
2024-12-17,20,Tuesday,December,65,Tram,R11,Airport Hub,Museum Plaza,0.433
2024-12-17,21,Tuesday,December,0,Bus,B102,Financial District,Museum Plaza,0.0
2024-12-17,22,Tuesday,December,11,Bus,B106,Airport Hub,University Campus,0.22
2024-12-17,23,Tuesday,December,183,Metro,M2,Financial District,Suburban Terminal,0.229
2024-12-18,0,Wednesday,December,81,Metro,M3,Tech Park,Museum Plaza,0.101
2024-12-18,1,Wednesday,December,58,Train,T52,University Campus,Suburban Terminal,0.129
2024-12-18,2,Wednesday,December,177,Metro,M2,Airport Hub,Suburban Terminal,0.221
2024-12-18,3,Wednesday,December,264,Metro,M3,Airport Hub,Suburban Terminal,0.33
2024-12-18,4,Wednesday,December,125,Train,T52,Central Station,Museum Plaza,0.278
2024-12-18,5,Wednesday,December,106,Metro,M2,Central Station,Museum Plaza,0.132
2024-12-18,6,Wednesday,December,66,Bus,B101,University Campus,Suburban Terminal,1.0
2024-12-18,7,Wednesday,December,800,Metro,M1,Museum Plaza,Suburban Terminal,1.0
2024-12-18,8,Wednesday,December,53,Bus,B106,Airport Hub,University Campus,1.0
2024-12-18,9,Wednesday,December,658,Metro,M3,Tech Park,Museum Plaza,0.822
2024-12-18,10,Wednesday,December,33,Bus,B106,University Campus,Museum Plaza,0.66
2024-12-18,11,Wednesday,December,176,Train,T51,Financial District,Museum Plaza,0.391
2024-12-18,12,Wednesday,December,31,Bus,B102,Tech Park,Suburban Terminal,0.62
2024-12-18,13,Wednesday,December,777,Metro,M3,Suburban Terminal,Central Station,0.971
2024-12-18,14,Wednesday,December,250,Metro,M3,Tech Park,Airport Hub,0.312
2024-12-18,15,Wednesday,December,451,Train,T50,University Campus,Tech Park,1.0
2024-12-18,16,Wednesday,December,36,Bus,B103,University Campus,Suburban Terminal,0.72
2024-12-18,17,Wednesday,December,40,Bus,B101,Tech Park,Financial District,0.8
2024-12-18,18,Wednesday,December,153,Tram,R11,Tech Park,University Campus,1.0
2024-12-18,19,Wednesday,December,33,Bus,B103,Suburban Terminal,Central Station,0.66
2024-12-18,20,Wednesday,December,227,Metro,M1,University Campus,Suburban Terminal,0.284
2024-12-18,21,Wednesday,December,19,Bus,B104,Tech Park,Suburban Terminal,0.38
2024-12-18,22,Wednesday,December,13,Bus,B105,Suburban Terminal,Tech Park,0.26
2024-12-18,23,Wednesday,December,22,Bus,B106,Financial District,Central Station,0.44
2024-12-19,0,Thursday,December,31,Train,T52,Tech Park,Airport Hub,0.069
2024-12-19,1,Thursday,December,162,Metro,M3,Tech Park,Airport Hub,0.202
2024-12-19,2,Thursday,December,293,Metro,M3,Airport Hub,University Campus,0.366
2024-12-19,3,Thursday,December,21,Bus,B106,University Campus,Financial District,0.42
2024-12-19,4,Thursday,December,16,Bus,B102,Suburban Terminal,Tech Park,0.32
2024-12-19,5,Thursday,December,19,Bus,B105,Central Station,Airport Hub,0.38
2024-12-19,6,Thursday,December,768,Metro,M1,Financial District,Suburban Terminal,0.96
2024-12-19,7,Thursday,December,41,Bus,B105,Airport Hub,University Campus,0.82
2024-12-19,8,Thursday,December,41,Bus,B102,Airport Hub,Tech Park,0.82
2024-12-19,9,Thursday,December,876,Metro,M3,Financial District,Airport Hub,1.0
2024-12-19,10,Thursday,December,199,Train,T52,Suburban Terminal,Airport Hub,0.442
2024-12-19,11,Thursday,December,36,Bus,B104,Tech Park,University Campus,0.72
2024-12-19,12,Thursday,December,30,Bus,B105,University Campus,Tech Park,0.6
2024-12-19,13,Thursday,December,115,Tram,R12,Airport Hub,Financial District,0.767
2024-12-19,14,Thursday,December,40,Bus,B101,Suburban Terminal,Tech Park,0.8
2024-12-19,15,Thursday,December,364,Metro,M3,Central Station,University Campus,0.455
2024-12-19,16,Thursday,December,168,Tram,R12,Central Station,University Campus,1.0
2024-12-19,17,Thursday,December,90,Tram,R13,Airport Hub,Tech Park,0.6
2024-12-19,18,Thursday,December,692,Metro,M2,Suburban Terminal,University Campus,0.865
2024-12-19,19,Thursday,December,49,Bus,B106,Airport Hub,Central Station,0.98
2024-12-19,20,Thursday,December,362,Metro,M3,University Campus,Central Station,0.452
2024-12-19,21,Thursday,December,14,Bus,B104,Tech Park,Financial District,0.28
2024-12-19,22,Thursday,December,0,Tram,R11,Financial District,Museum Plaza,0.0
2024-12-19,23,Thursday,December,12,Bus,B103,Financial District,Museum Plaza,0.24
2024-12-20,0,Friday,December,19,Bus,B102,Financial District,University Campus,0.38
2024-12-20,1,Friday,December,32,Tram,R13,Museum Plaza,Suburban Terminal,0.213
2024-12-20,2,Friday,December,56,Tram,R11,Suburban Terminal,University Campus,0.373
2024-12-20,3,Friday,December,17,Bus,B106,Museum Plaza,Airport Hub,0.34
2024-12-20,4,Friday,December,25,Bus,B102,Museum Plaza,Central Station,0.5
2024-12-20,5,Friday,December,10,Bus,B104,Suburban Terminal,University Campus,0.2
2024-12-20,6,Friday,December,588,Metro,M2,Financial District,University Campus,0.735
2024-12-20,7,Friday,December,525,Metro,M1,Suburban Terminal,Museum Plaza,0.656
2024-12-20,8,Friday,December,48,Bus,B103,Financial District,Airport Hub,0.96
2024-12-20,9,Friday,December,35,Bus,B102,University Campus,Financial District,0.7
2024-12-20,10,Friday,December,199,Metro,M2,Tech Park,Museum Plaza,0.249
2024-12-20,11,Friday,December,30,Bus,B102,Museum Plaza,Central Station,0.6
2024-12-20,12,Friday,December,464,Metro,M2,University Campus,Tech Park,0.58
2024-12-20,13,Friday,December,78,Tram,R11,Airport Hub,Tech Park,0.52
2024-12-20,14,Friday,December,209,Metro,M2,Suburban Terminal,Central Station,0.261
2024-12-20,15,Friday,December,27,Bus,B102,Suburban Terminal,Tech Park,0.54
2024-12-20,16,Friday,December,657,Metro,M2,Airport Hub,Museum Plaza,0.821
2024-12-20,17,Friday,December,51,Bus,B101,Central Station,Museum Plaza,1.0
2024-12-20,18,Friday,December,318,Train,T50,Airport Hub,Suburban Terminal,0.707
2024-12-20,19,Friday,December,843,Metro,M3,Financial District,University Campus,1.0
2024-12-20,20,Friday,December,68,Tram,R13,Central Station,Museum Plaza,0.453
2024-12-20,21,Friday,December,243,Train,T52,Suburban Terminal,Airport Hub,0.54
2024-12-20,22,Friday,December,7,Bus,B101,Tech Park,Central Station,0.14
2024-12-20,23,Friday,December,322,Metro,M3,Central Station,University Campus,0.402
2024-12-21,0,Saturday,December,27,Bus,B103,Airport Hub,Tech Park,0.54
2024-12-21,1,Saturday,December,11,Bus,B105,Central Station,Tech Park,0.22
2024-12-21,2,Saturday,December,35,Bus,B105,University Campus,Tech Park,0.7
2024-12-21,3,Saturday,December,265,Metro,M3,University Campus,Suburban Terminal,0.331
2024-12-21,4,Saturday,December,15,Bus,B101,University Campus,Central Station,0.3
2024-12-21,5,Saturday,December,162,Train,T51,Museum Plaza,University Campus,0.36
2024-12-21,6,Saturday,December,334,Metro,M2,Central Station,University Campus,0.418
2024-12-21,7,Saturday,December,12,Bus,B101,Financial District,Central Station,0.24
2024-12-21,8,Saturday,December,72,Tram,R13,Financial District,Museum Plaza,0.48
2024-12-21,9,Saturday,December,205,Metro,M1,Central Station,Museum Plaza,0.256
2024-12-21,10,Saturday,December,45,Tram,R11,Financial District,Suburban Terminal,0.3
2024-12-21,11,Saturday,December,17,Bus,B106,University Campus,Financial District,0.34
2024-12-21,12,Saturday,December,127,Metro,M1,Museum Plaza,Central Station,0.159
2024-12-21,13,Saturday,December,11,Bus,B103,Tech Park,Airport Hub,0.22
2024-12-21,14,Saturday,December,154,Metro,M1,Financial District,University Campus,0.192
2024-12-21,15,Saturday,December,121,Train,T51,University Campus,Museum Plaza,0.269
2024-12-21,16,Saturday,December,131,Metro,M1,Tech Park,Financial District,0.164
2024-12-21,17,Saturday,December,20,Bus,B105,Museum Plaza,University Campus,0.4
2024-12-21,18,Saturday,December,63,Train,T51,Suburban Terminal,Central Station,0.14
2024-12-21,19,Saturday,December,324,Metro,M2,University Campus,Museum Plaza,0.405
2024-12-21,20,Saturday,December,338,Metro,M2,Financial District,Airport Hub,0.422
2024-12-21,21,Saturday,December,9,Bus,B103,Financial District,Museum Plaza,0.18
2024-12-21,22,Saturday,December,18,Bus,B105,Tech Park,Museum Plaza,0.36
2024-12-21,23,Saturday,December,5,Bus,B105,Museum Plaza,University Campus,0.1
2024-12-22,0,Sunday,December,382,Metro,M3,Museum Plaza,University Campus,0.478
2024-12-22,1,Sunday,December,22,Bus,B103,Central Station,Airport Hub,0.44
2024-12-22,2,Sunday,December,16,Bus,B106,Tech Park,Financial District,0.32
2024-12-22,3,Sunday,December,22,Bus,B102,Museum Plaza,Airport Hub,0.44
2024-12-22,4,Sunday,December,17,Bus,B103,Financial District,Tech Park,0.34
2024-12-22,5,Sunday,December,191,Train,T52,Museum Plaza,Airport Hub,0.424
2024-12-22,6,Sunday,December,204,Metro,M2,Airport Hub,Financial District,0.255
2024-12-22,7,Sunday,December,625,Metro,M2,Museum Plaza,Financial District,0.781
2024-12-22,8,Sunday,December,18,Bus,B105,Central Station,University Campus,0.36
2024-12-22,9,Sunday,December,14,Bus,B106,Tech Park,Central Station,0.28
2024-12-22,10,Sunday,December,31,Bus,B101,Airport Hub,Tech Park,0.62
2024-12-22,11,Sunday,December,607,Metro,M2,Museum Plaza,Central Station,0.759
2024-12-22,12,Sunday,December,11,Bus,B104,Central Station,Tech Park,0.22
2024-12-22,13,Sunday,December,29,Tram,R11,Tech Park,Museum Plaza,0.193
2024-12-22,14,Sunday,December,15,Bus,B104,Tech Park,Suburban Terminal,0.3
2024-12-22,15,Sunday,December,140,Train,T52,Central Station,University Campus,0.311
2024-12-22,16,Sunday,December,65,Tram,R13,Airport Hub,Suburban Terminal,0.433
2024-12-22,17,Sunday,December,278,Metro,M2,Financial District,Central Station,0.348
2024-12-22,18,Sunday,December,25,Bus,B105,Airport Hub,Museum Plaza,0.5
2024-12-22,19,Sunday,December,445,Metro,M1,University Campus,Museum Plaza,0.556
2024-12-22,20,Sunday,December,9,Bus,B105,Central Station,Airport Hub,0.18
2024-12-22,21,Sunday,December,133,Train,T50,University Campus,Tech Park,0.296
2024-12-22,22,Sunday,December,584,Metro,M1,Museum Plaza,Tech Park,0.73
2024-12-22,23,Sunday,December,21,Bus,B102,University Campus,Airport Hub,0.42
2024-12-23,0,Monday,December,30,Bus,B102,Museum Plaza,Suburban Terminal,0.6
2024-12-23,1,Monday,December,20,Tram,R12,University Campus,Museum Plaza,0.133
2024-12-23,2,Monday,December,7,Bus,B105,Central Station,Suburban Terminal,0.14
2024-12-23,3,Monday,December,166,Train,T52,Museum Plaza,Tech Park,0.369
2024-12-23,4,Monday,December,98,Metro,M2,Central Station,University Campus,0.122
2024-12-23,5,Monday,December,11,Bus,B101,University Campus,Financial District,0.22
2024-12-23,6,Monday,December,668,Metro,M1,University Campus,Tech Park,0.835
2024-12-23,7,Monday,December,635,Metro,M3,Tech Park,Suburban Terminal,0.794
2024-12-23,8,Monday,December,665,Metro,M3,Central Station,Financial District,0.831
2024-12-23,9,Monday,December,763,Metro,M3,Airport Hub,Central Station,0.954
2024-12-23,10,Monday,December,395,Metro,M1,Museum Plaza,Financial District,0.494
2024-12-23,11,Monday,December,154,Train,T52,Tech Park,Airport Hub,0.342
2024-12-23,12,Monday,December,321,Metro,M2,Central Station,Tech Park,0.401
2024-12-23,13,Monday,December,546,Metro,M3,Museum Plaza,University Campus,0.682
2024-12-23,14,Monday,December,678,Metro,M1,Airport Hub,Museum Plaza,0.848
2024-12-23,15,Monday,December,33,Bus,B102,Central Station,University Campus,0.66
2024-12-23,16,Monday,December,762,Metro,M2,Suburban Terminal,Financial District,0.952
2024-12-23,17,Monday,December,643,Metro,M3,Financial District,Suburban Terminal,0.804
2024-12-23,18,Monday,December,44,Bus,B103,Tech Park,Suburban Terminal,0.88
2024-12-23,19,Monday,December,899,Metro,M1,Museum Plaza,Suburban Terminal,1.0
2024-12-23,20,Monday,December,197,Metro,M3,Suburban Terminal,Museum Plaza,0.246
2024-12-23,21,Monday,December,12,Bus,B101,Airport Hub,Suburban Terminal,0.24
2024-12-23,22,Monday,December,5,Bus,B106,Museum Plaza,Airport Hub,0.1
2024-12-23,23,Monday,December,8,Bus,B102,Central Station,Suburban Terminal,0.16
2024-12-24,0,Tuesday,December,7,Bus,B106,Central Station,Financial District,0.14
2024-12-24,1,Tuesday,December,115,Metro,M3,Tech Park,Central Station,0.144
2024-12-24,2,Tuesday,December,159,Metro,M3,Tech Park,Financial District,0.199
2024-12-24,3,Tuesday,December,18,Bus,B106,Tech Park,Central Station,0.36
2024-12-24,4,Tuesday,December,284,Metro,M3,Airport Hub,Tech Park,0.355
2024-12-24,5,Tuesday,December,89,Metro,M2,Central Station,Airport Hub,0.111
2024-12-24,6,Tuesday,December,990,Metro,M2,University Campus,Tech Park,1.0
2024-12-24,7,Tuesday,December,521,Train,T52,Airport Hub,Suburban Terminal,1.0
2024-12-24,8,Tuesday,December,50,Bus,B103,Financial District,Airport Hub,1.0
2024-12-24,9,Tuesday,December,46,Bus,B103,University Campus,Central Station,0.92
2024-12-24,10,Tuesday,December,423,Metro,M3,University Campus,Airport Hub,0.529
2024-12-24,11,Tuesday,December,51,Bus,B104,Central Station,Suburban Terminal,1.0
2024-12-24,12,Tuesday,December,406,Metro,M3,University Campus,Tech Park,0.507
2024-12-24,13,Tuesday,December,78,Tram,R12,Financial District,Airport Hub,0.52
2024-12-24,14,Tuesday,December,34,Bus,B102,Airport Hub,Financial District,0.68
2024-12-24,15,Tuesday,December,37,Bus,B102,Tech Park,Suburban Terminal,0.74
2024-12-24,16,Tuesday,December,37,Bus,B104,Suburban Terminal,University Campus,0.74
2024-12-24,17,Tuesday,December,36,Bus,B101,Central Station,Museum Plaza,0.72
2024-12-24,18,Tuesday,December,54,Bus,B106,Tech Park,Museum Plaza,1.0
2024-12-24,19,Tuesday,December,32,Bus,B104,Suburban Terminal,University Campus,0.64
2024-12-24,20,Tuesday,December,7,Bus,B101,Museum Plaza,Financial District,0.14
2024-12-24,21,Tuesday,December,19,Bus,B103,Museum Plaza,Airport Hub,0.38
2024-12-24,22,Tuesday,December,50,Tram,R11,Suburban Terminal,Central Station,0.333
2024-12-24,23,Tuesday,December,143,Metro,M1,Tech Park,Airport Hub,0.179
2024-12-25,0,Wednesday,December,5,Bus,B104,University Campus,Airport Hub,0.1
2024-12-25,1,Wednesday,December,47,Metro,M3,Central Station,Suburban Terminal,0.059
2024-12-25,2,Wednesday,December,40,Tram,R13,Airport Hub,Tech Park,0.267
2024-12-25,3,Wednesday,December,25,Bus,B101,University Campus,Suburban Terminal,0.5
2024-12-25,4,Wednesday,December,11,Bus,B103,University Campus,Suburban Terminal,0.22
2024-12-25,5,Wednesday,December,37,Train,T50,Tech Park,Central Station,0.082
2024-12-25,6,Wednesday,December,42,Bus,B104,University Campus,Central Station,0.84
2024-12-25,7,Wednesday,December,355,Train,T50,Financial District,Suburban Terminal,0.789
2024-12-25,8,Wednesday,December,32,Bus,B105,Financial District,Suburban Terminal,0.64
2024-12-25,9,Wednesday,December,27,Bus,B105,Tech Park,Financial District,0.54
2024-12-25,10,Wednesday,December,30,Bus,B106,Airport Hub,University Campus,0.6
2024-12-25,11,Wednesday,December,30,Bus,B105,Central Station,Airport Hub,0.6
2024-12-25,12,Wednesday,December,361,Metro,M3,Airport Hub,Suburban Terminal,0.451
2024-12-25,13,Wednesday,December,273,Train,T51,University Campus,Airport Hub,0.607
2024-12-25,14,Wednesday,December,26,Bus,B101,University Campus,Museum Plaza,0.52
2024-12-25,15,Wednesday,December,376,Metro,M1,Central Station,Tech Park,0.47
2024-12-25,16,Wednesday,December,43,Bus,B101,Central Station,Museum Plaza,0.86
2024-12-25,17,Wednesday,December,124,Tram,R12,University Campus,Airport Hub,0.827
2024-12-25,18,Wednesday,December,725,Metro,M2,Financial District,Museum Plaza,0.906
2024-12-25,19,Wednesday,December,40,Bus,B104,Financial District,Museum Plaza,0.8
2024-12-25,20,Wednesday,December,14,Bus,B101,Suburban Terminal,Financial District,0.28
2024-12-25,21,Wednesday,December,22,Bus,B106,Museum Plaza,Airport Hub,0.44
2024-12-25,22,Wednesday,December,43,Tram,R11,Tech Park,Financial District,0.287
2024-12-25,23,Wednesday,December,76,Tram,R13,University Campus,Airport Hub,0.507
2024-12-26,0,Thursday,December,23,Bus,B104,Central Station,Museum Plaza,0.46
2024-12-26,1,Thursday,December,233,Metro,M3,Airport Hub,University Campus,0.291
2024-12-26,2,Thursday,December,232,Metro,M2,University Campus,Museum Plaza,0.29
2024-12-26,3,Thursday,December,18,Bus,B103,Airport Hub,Central Station,0.36
2024-12-26,4,Thursday,December,50,Train,T52,Financial District,Central Station,0.111
2024-12-26,5,Thursday,December,474,Metro,M3,Tech Park,Financial District,0.592
2024-12-26,6,Thursday,December,40,Bus,B104,Tech Park,Airport Hub,0.8
2024-12-26,7,Thursday,December,712,Metro,M1,Suburban Terminal,Central Station,0.89
2024-12-26,8,Thursday,December,36,Bus,B103,Airport Hub,University Campus,0.72
2024-12-26,9,Thursday,December,51,Bus,B106,Central Station,Airport Hub,1.0
2024-12-26,10,Thursday,December,382,Train,T52,Airport Hub,Financial District,0.849
2024-12-26,11,Thursday,December,30,Bus,B105,University Campus,Central Station,0.6
2024-12-26,12,Thursday,December,244,Train,T50,Museum Plaza,Airport Hub,0.542
2024-12-26,13,Thursday,December,39,Bus,B106,University Campus,Tech Park,0.78
2024-12-26,14,Thursday,December,46,Bus,B106,Suburban Terminal,Museum Plaza,0.92
2024-12-26,15,Thursday,December,27,Bus,B104,Central Station,Museum Plaza,0.54
2024-12-26,16,Thursday,December,58,Bus,B102,Museum Plaza,Financial District,1.0
2024-12-26,17,Thursday,December,45,Bus,B102,Central Station,Financial District,0.9
2024-12-26,18,Thursday,December,44,Bus,B104,Financial District,Airport Hub,0.88
2024-12-26,19,Thursday,December,40,Bus,B104,Suburban Terminal,Financial District,0.8
2024-12-26,20,Thursday,December,10,Bus,B102,Airport Hub,Financial District,0.2
2024-12-26,21,Thursday,December,108,Tram,R11,University Campus,Financial District,0.72
2024-12-26,22,Thursday,December,11,Bus,B106,University Campus,Central Station,0.22
2024-12-26,23,Thursday,December,12,Bus,B106,Financial District,Central Station,0.24
2024-12-27,0,Friday,December,164,Train,T51,University Campus,Central Station,0.364
2024-12-27,1,Friday,December,162,Train,T51,Airport Hub,Museum Plaza,0.36
2024-12-27,2,Friday,December,10,Bus,B105,Financial District,Tech Park,0.2
2024-12-27,3,Friday,December,7,Bus,B101,Airport Hub,Tech Park,0.14
2024-12-27,4,Friday,December,199,Metro,M2,Airport Hub,Tech Park,0.249
2024-12-27,5,Friday,December,22,Bus,B106,University Campus,Central Station,0.44
2024-12-27,6,Friday,December,892,Metro,M3,Airport Hub,Central Station,1.0
2024-12-27,7,Friday,December,877,Metro,M3,Museum Plaza,University Campus,1.0
2024-12-27,8,Friday,December,521,Metro,M1,Museum Plaza,University Campus,0.651
2024-12-27,9,Friday,December,40,Bus,B101,Museum Plaza,Suburban Terminal,0.8
2024-12-27,10,Friday,December,476,Metro,M2,Airport Hub,University Campus,0.595
2024-12-27,11,Friday,December,532,Metro,M2,Airport Hub,University Campus,0.665
2024-12-27,12,Friday,December,147,Train,T50,Financial District,Suburban Terminal,0.327
2024-12-27,13,Friday,December,449,Metro,M3,Suburban Terminal,Museum Plaza,0.561
2024-12-27,14,Friday,December,590,Metro,M3,Central Station,Financial District,0.738
2024-12-27,15,Friday,December,207,Metro,M3,Airport Hub,Tech Park,0.259
2024-12-27,16,Friday,December,52,Bus,B105,Central Station,Suburban Terminal,1.0
2024-12-27,17,Friday,December,49,Bus,B102,Suburban Terminal,Tech Park,0.98
2024-12-27,18,Friday,December,113,Tram,R12,University Campus,Airport Hub,0.753
2024-12-27,19,Friday,December,43,Bus,B103,Airport Hub,Central Station,0.86
2024-12-27,20,Friday,December,11,Bus,B102,Airport Hub,Central Station,0.22
2024-12-27,21,Friday,December,11,Bus,B106,Financial District,University Campus,0.22
2024-12-27,22,Friday,December,174,Metro,M1,Museum Plaza,Suburban Terminal,0.218
2024-12-27,23,Friday,December,66,Train,T51,Suburban Terminal,Central Station,0.147
2024-12-28,0,Saturday,December,12,Bus,B101,Tech Park,University Campus,0.24
2024-12-28,1,Saturday,December,61,Tram,R13,Tech Park,Museum Plaza,0.407
2024-12-28,2,Saturday,December,328,Metro,M2,Museum Plaza,Airport Hub,0.41
2024-12-28,3,Saturday,December,238,Train,T51,Museum Plaza,Central Station,0.529
2024-12-28,4,Saturday,December,12,Bus,B103,Airport Hub,Museum Plaza,0.24
2024-12-28,5,Saturday,December,385,Metro,M1,Central Station,Financial District,0.481
2024-12-28,6,Saturday,December,13,Bus,B104,Central Station,Suburban Terminal,0.26
2024-12-28,7,Saturday,December,241,Metro,M1,Central Station,Suburban Terminal,0.301
2024-12-28,8,Saturday,December,7,Bus,B101,Suburban Terminal,Financial District,0.14
2024-12-28,9,Saturday,December,229,Metro,M3,Suburban Terminal,Museum Plaza,0.286
2024-12-28,10,Saturday,December,155,Metro,M1,Central Station,Financial District,0.194
2024-12-28,11,Saturday,December,236,Metro,M1,Financial District,Suburban Terminal,0.295
2024-12-28,12,Saturday,December,22,Bus,B102,Tech Park,Financial District,0.44
2024-12-28,13,Saturday,December,213,Train,T51,Financial District,Airport Hub,0.473
2024-12-28,14,Saturday,December,183,Train,T52,Central Station,University Campus,0.407
2024-12-28,15,Saturday,December,113,Train,T51,University Campus,Airport Hub,0.251
2024-12-28,16,Saturday,December,66,Train,T52,Suburban Terminal,Tech Park,0.147
2024-12-28,17,Saturday,December,5,Bus,B102,University Campus,Museum Plaza,0.1
2024-12-28,18,Saturday,December,22,Tram,R13,Tech Park,Museum Plaza,0.147
2024-12-28,19,Saturday,December,24,Bus,B102,University Campus,Financial District,0.48
2024-12-28,20,Saturday,December,200,Train,T52,Airport Hub,Tech Park,0.444
2024-12-28,21,Saturday,December,14,Bus,B102,Suburban Terminal,Museum Plaza,0.28
2024-12-28,22,Saturday,December,316,Metro,M2,Central Station,Financial District,0.395
